fecha,billete_compra,billete_venta,divisa_compra,divisa_venta
2019-06-15,43,45,43.77,43.97
2019-06-16,43,45,43.77,43.97
2019-06-17,43,45,43.77,43.97
2019-06-18,42.5,44.5,43.28,43.48
2019-06-19,42.3,44.3,43.1,43.3
2019-06-20,42.3,44.3,43.1,43.3
2019-06-21,41.8,43.8,42.59,42.79
2019-06-22,41.8,43.8,42.59,42.79
2019-06-23,41.8,43.8,42.59,42.79
2019-06-24,41.5,43.5,42.24,42.44
2019-06-25,41.4,43.4,42.18,42.38
2019-06-26,41.7,43.7,42.53,42.73
2019-06-27,41.7,43.7,42.5,42.7
2019-06-28,41.5,43.5,42.263,42.463
2019-06-29,41.5,43.5,42.263,42.463
2019-06-30,41.5,43.5,42.263,42.463
2019-07-01,41.4,43.4,42.17,42.37
2019-07-02,41.2,43.2,42,42.2
2019-07-03,41,43,41.83,42.03
2019-07-04,40.8,42.8,41.64,41.84
2019-07-05,40.8,42.8,41.65,41.85
2019-07-06,40.8,42.8,41.65,41.85
2019-07-07,40.8,42.8,41.65,41.85
2019-07-08,40.8,42.8,41.65,41.85
2019-07-09,40.8,42.8,41.65,41.85
2019-07-10,40.8,42.8,41.62,41.82
2019-07-11,40.7,42.7,41.5,41.7
2019-07-12,40.6,42.6,41.4,41.6
2019-07-13,40.6,42.6,41.4,41.6
2019-07-14,40.6,42.6,41.4,41.6
2019-07-15,41.4,43.4,42.2,42.4
2019-07-16,41.6,43.6,42.46,42.66
2019-07-17,41.5,43.5,42.3,42.5
2019-07-18,41.5,43.5,42.25,42.45
2019-07-19,41.4,43.4,42.22,42.42
2019-07-20,41.4,43.4,42.22,42.42
2019-07-21,41.4,43.4,42.22,42.42
2019-07-22,41.4,43.4,42.25,42.45
2019-07-23,41.6,43.6,42.46,42.66
2019-07-24,41.9,43.9,42.67,42.87
2019-07-25,42.4,44.4,43.17,43.37
2019-07-26,42.4,44.4,43.15,43.35
2019-07-27,42.4,44.4,43.15,43.35
2019-07-28,42.4,44.4,43.15,43.35
2019-07-29,42.8,44.8,43.63,43.83
2019-07-30,42.9,44.9,43.73,43.93
2019-07-31,42.9,44.9,43.68,43.88
2019-08-01,43.4,45.4,44.16,44.36
2019-08-02,43.6,45.6,44.45,44.65
2019-08-03,43.6,45.6,44.45,44.65
2019-08-04,43.6,45.6,44.45,44.65
2019-08-05,44.4,46.4,45.29,45.49
2019-08-06,44.3,46.3,45.1,45.3
2019-08-07,44.6,46.6,45.39,45.59
2019-08-08,44.2,46.2,45.02,45.22
2019-08-09,44.2,46.2,45.05,45.25
2019-08-10,44.2,46.2,45.05,45.25
2019-08-11,44.2,46.2,45.05,45.25
2019-08-12,51,55,52.8,53
2019-08-13,53,58,55.6,55.8
2019-08-14,57,63,60.2,60.4
2019-08-15,54,59,57.05,57.25
2019-08-16,52,57,54.8,55
2019-08-17,52,57,54.8,55
2019-08-18,52,57,54.8,55
2019-08-19,52,57,54.8,55
2019-08-20,52,57,54.55,54.75
2019-08-21,52,57,54.82,55.02
2019-08-22,53,57,54.89,55.09
2019-08-23,53,57,54.95,55.15
2019-08-24,53,57,54.95,55.15
2019-08-25,53,57,54.95,55.15
2019-08-26,53,57,55.09,55.29
2019-08-27,54,58,56.1,56.3
2019-08-28,56,60,57.9,58.1
2019-08-29,56,60,57.7,57.9
2019-08-30,57,61,59.31,59.51
2019-08-31,57,61,59.31,59.51
2019-09-01,57,61,59.31,59.51
2019-09-02,53,57,55.8,56
2019-09-03,53,57,55.78,55.98
2019-09-04,53,57,55.8,56
2019-09-05,54,57,55.81,56.01
2019-09-06,54,57,55.62,55.82
2019-09-07,54,57,55.62,55.82
2019-09-08,54,57,55.62,55.82
2019-09-09,54,57,55.82,56.02
2019-09-10,54,57,55.81,56.01
2019-09-11,54,57,55.98,56.18
2019-09-12,54.25,57.25,55.9,56.1
2019-09-13,54.25,57.5,55.91,56.11
2019-09-14,54.25,57.5,55.91,56.11
2019-09-15,54.25,57.5,55.91,56.11
2019-09-16,54.5,58,56.08,56.28
2019-09-17,55,58.5,56.3,56.5
2019-09-18,55,58.5,56.32,56.52
2019-09-19,55,58.5,56.37,56.57
2019-09-20,55,58.5,56.47,56.67
2019-09-21,55,58.5,56.47,56.67
2019-09-22,55,58.5,56.47,56.67
2019-09-23,55,58.5,56.72,56.92
2019-09-24,55,58.5,56.67,56.87
2019-09-25,55,58.5,56.85,57.05
2019-09-26,55.5,59,57.01,57.21
2019-09-27,55.5,59,57.01,57.21
2019-09-30,55.5,59,57.39,57.59
2019-10-01,56,59.5,57.44,57.64
2019-10-02,56,59.5,57.62,57.82
2019-10-03,56,59.5,57.53,57.73
2019-10-04,55.9,59.4,57.53,57.73
2019-10-05,55.9,59.4,57.53,57.73
2019-10-06,55.9,59.4,57.53,57.73
2019-10-07,55.9,59.4,57.64,57.84
2019-10-11,56,59.5,57.78,57.98
2019-10-15,56,59.5,58.07,58.27
2019-10-16,56,59.5,58.148,58.348
2019-10-17,56,59.5,58.119,58.319
2019-10-18,56.5,60,58.15,58.35
2019-10-19,56.5,60,58.15,58.35
2019-10-20,56.5,60,58.15,58.35
2019-10-21,57,60.5,58.31,58.51
2019-10-22,57.25,60.75,58.45,58.65
2019-10-23,58,61.5,58.8,59
2019-10-24,59,62.5,59.25,59.45
2019-10-25,60,65,59.8,60
2019-10-26,60,65,59.8,60
2019-10-27,60,65,59.8,60
2019-10-28,60,65,59.8,60
2019-10-29,58.5,63.5,59.27,59.47
2019-10-30,58.5,63.5,59.52,59.72
2019-10-31,58.5,63.5,59.47,59.67
2019-11-01,58.5,63.5,59.55,59.75
2019-11-02,58.5,63.5,59.55,59.75
2019-11-04,58.5,63.5,59.5,59.7
2019-11-05,59,63.5,59.45,59.65
2019-11-06,59,63.5,59.45,59.65
2019-11-07,58,63,59.4,59.6
2019-11-08,58,63,59.3,59.5
2019-11-09,58,63,59.3,59.5
2019-11-10,58,63,59.3,59.5
2019-11-11,58,63,59.75,59.95
2019-11-12,57.75,62.75,59.5,59.7
2019-11-13,57.75,62.75,59.52,59.72
2019-11-15,57.5,62.5,59.47,59.67
2019-11-16,57.5,62.5,59.47,59.67
2019-11-17,57.5,62.5,59.47,59.67
2019-11-18,57.5,62.5,59.47,59.67
2019-11-19,57.5,62.5,59.49,59.69
2019-11-20,57.5,62.5,59.53,59.73
2019-11-21,57.5,62.5,59.6,59.8
2019-11-22,57.5,62.5,59.57,59.77
2019-11-23,57.5,62.5,59.57,59.77
2019-11-25,57.5,62.5,59.51,59.71
2019-11-26,57.75,62.25,59.74,59.94
2019-11-27,57.75,62.25,59.74,59.94
2019-11-28,57.75,62.25,59.65,59.85
2019-11-29,57.75,62.25,59.74,59.94
2019-11-30,57.75,62.25,59.74,59.94
2019-12-01,57.75,62.25,59.74,59.94
2019-12-02,57.75,62.25,59.775,59.975
2019-12-03,57.75,62.25,59.725,59.925
2019-12-04,57.75,62.25,59.68,59.88
2019-12-05,57.75,62.25,59.785,59.985
2019-12-06,57.75,62.25,59.74,59.94
2019-12-07,57.75,62.25,59.74,59.94
2019-12-08,57.75,62.25,59.74,59.94
2019-12-09,58,62.5,59.745,59.945
2019-12-10,58,62.75,59.65,59.85
2019-12-11,58,63,59.615,59.815
2019-12-12,58,63,59.615,59.815
2019-12-13,58,63,59.616,59.816
2019-12-14,58,63,59.616,59.816
2019-12-15,58,63,59.616,59.816
2019-12-16,58,63,59.615,59.815
2019-12-17,58,63,59.615,59.815
2019-12-19,58,63,59.615,59.815
2019-12-20,58,63,59.615,59.815
2019-12-21,58,63,59.615,59.815
2019-12-22,58,63,59.615,59.815
2019-12-23,58,63,59.79,59.99
2019-12-25,58,63,59.79,59.99
2019-12-26,58,63,59.69,59.89
2019-12-27,58,63,59.63,59.83
2019-12-28,58,63,59.63,59.83
2019-12-30,58,63,59.69,59.89
2019-12-31,58,63,59.69,59.89
2020-01-01,58,63,59.69,59.89
2020-01-02,58,63,59.615,59.815
2020-01-03,58,63,59.615,59.815
2020-01-04,58,63,59.615,59.815
2020-01-05,58,63,59.615,59.815
2020-01-06,58,63,59.615,59.815
2020-01-07,58,63,59.615,59.815
2020-01-08,58,63,59.615,59.815
2020-01-09,58,63,59.615,59.815
2020-01-12,58,63,59.616,59.816
2020-01-13,58,63,59.75,59.95
2020-01-14,58,63,59.86,60.06
2020-01-15,58,63,59.75,59.95
2020-01-16,58,63,59.775,59.975
2020-01-17,58,63,59.805,60.005
2020-01-18,58,63,59.805,60.005
2020-01-19,58,63,59.805,60.005
2020-01-20,58,63,59.86,60.06
2020-01-21,58,63,59.86,60.06
2020-01-22,58,63,59.87,60.07
2020-01-23,58,63,59.88,60.08
2020-01-24,58,63,59.891,60.091
2020-01-25,58,63,59.891,60.091
2020-01-26,58,63,59.891,60.091
2020-01-27,58,63,59.97,60.17
2020-01-28,58,63,59.98,60.18
2020-01-29,58,63,60.03,60.23
2020-01-31,58,63,60.15,60.35
2020-02-01,58,63,60.15,60.35
2020-02-02,58,63,60.15,60.35
2020-02-03,58,63,60.27,60.47
2020-02-04,58,63,60.38,60.58
2020-02-05,58,63,60.39,60.59
2020-02-06,58,63,60.49,60.69
2020-02-07,58,63,60.49,60.69
2020-02-13,58.25,63.25,61.189,61.389
2020-02-14,58.25,63.25,61.259,61.459
2020-02-15,58.25,63.25,61.259,61.459
2020-02-16,58.25,63.25,61.259,61.459
2020-02-17,58.25,63.25,61.469,61.669
2020-02-18,58.25,63.25,61.462,61.662
2020-02-19,58.5,63.5,61.529,61.729
2020-02-20,58.5,63.5,61.589,61.789
2020-02-22,58.5,63.5,61.639,61.839
2020-02-23,58.5,63.5,61.639,61.839
2020-02-24,58.5,63.5,61.639,61.839
2020-02-25,58.5,63.5,61.639,61.839
2020-02-26,58.5,63.5,61.639,61.839
2020-02-27,58.75,63.75,61.939,62.139
2020-03-03,59,64,62.109,62.309
2020-03-04,59,64,62.109,62.309
2020-03-09,59,64,62.28,62.48
2020-03-10,59,64,62.33,62.53
2020-03-11,59,64,62.47,62.67
2020-03-12,59,64,62.47,62.67
2020-03-13,59.5,64.5,62.699,62.899
2020-03-14,59.5,64.5,62.699,62.899
2020-03-15,59.5,64.5,62.699,62.899
2020-03-16,59.5,64.5,62.839,63.039
2020-03-17,59.5,64.5,62.979,63.179
2020-03-18,60,65,63.13,63.33
2020-03-19,60,65,63.349,63.549
2020-03-20,60,65,63.57,63.77
2020-03-21,60,65,63.57,63.77
2020-03-23,60,65,63.57,63.77
2020-03-24,60,65,63.57,63.77
2020-03-25,60.25,65.25,63.85,64.05
2020-03-26,60.25,65.25,64.029,64.229
2020-03-27,60.5,65.5,64.209,64.409
2020-03-28,60.5,65.5,64.209,64.409
2020-03-30,60.75,65.75,64.269,64.469
2020-03-31,60.75,65.75,64.269,64.469
2020-04-01,61,66,64.329,64.529
2020-04-02,61,66,64.329,64.529
2020-04-03,61,66,64.52,64.72
2020-04-04,61,66,64.71,64.91
2020-04-05,61,66,64.71,64.91
2020-04-06,61.25,66.25,64.79,64.99
2020-04-07,61.5,66.5,64.869,65.069
2020-04-08,61.5,66.5,64.96,65.16
2020-04-09,61.5,66.5,64.96,65.16
2020-04-10,61.5,66.5,64.96,65.16
2020-04-11,61.5,66.5,64.96,65.16
2020-04-12,61.5,66.5,64.96,65.16
2020-04-13,61.75,66.75,65.18,65.38
2020-04-14,61.75,66.75,65.3,65.5
2020-04-15,61.75,66.75,65.419,65.619
2020-04-16,62.25,67.25,65.54,65.74
2020-04-17,62.25,67.25,65.66,65.86
2020-04-18,62.25,67.25,65.66,65.86
2020-04-19,62.25,67.25,65.66,65.86
2020-04-20,62.5,67.5,65.78,65.98
2020-04-21,62.75,67.75,65.89,66.09
2020-04-22,62.75,67.75,66.03,66.23
2020-04-23,62.75,67.75,66.12,66.32
2020-04-24,63.25,68.25,66.23,66.43
2020-04-25,63.25,68.25,66.23,66.43
2020-04-26,63.25,68.25,66.23,66.43
2020-04-27,63.25,68.25,66.33,66.53
2020-04-28,63.5,68.5,66.43,66.63
2020-04-29,63.5,68.5,66.43,66.63
2020-04-30,63.75,68.75,66.64,66.84
2020-05-01,63.75,68.75,66.64,66.84
2020-05-02,63.75,68.75,66.64,66.84
2020-05-03,63.75,68.75,66.64,66.84
2020-05-04,63.75,68.75,66.73,66.93
2020-05-05,63.75,68.75,66.8,67
2020-05-06,63.75,68.75,66.8,67
2020-05-07,64.25,69.25,66.99,67.19
2020-05-08,64.25,69.25,67.07,67.27
2020-05-09,64.25,69.25,67.07,67.27
2020-05-10,64.25,69.25,67.07,67.27
2020-05-12,64.25,69.25,67.26,67.46
2020-05-13,64.75,69.75,67.34,67.54
2020-05-14,64.75,69.75,67.44,67.64
2020-05-15,64.75,69.75,67.44,67.64
2020-05-16,64.75,69.75,67.53,67.73
2020-05-17,64.75,69.75,67.53,67.73
2020-05-18,65,70,67.62,67.82
2020-05-19,65,70,67.7,67.9
2020-05-20,65,70,67.7,67.9
2020-05-21,65,70,67.89,68.09
2020-05-22,65.25,70.25,67.98,68.18
2020-05-23,65.25,70.25,67.98,68.18
2020-05-24,65.25,70.25,67.98,68.18
2020-05-25,65.25,70.25,67.98,68.18
2020-05-26,65.25,70.25,68.07,68.27
2020-05-27,65.25,70.25,68.16,68.36
2020-05-28,65.25,70.25,68.16,68.36
2020-05-29,65.5,70.5,68.34,68.54
2020-05-30,65.5,70.5,68.34,68.54
2020-05-31,65.5,70.5,68.34,68.54
2020-06-01,65.5,70.5,68.43,68.63
2020-06-02,65.5,70.5,68.51,68.71
2020-06-03,65.5,70.5,68.51,68.71
2020-06-04,65.75,70.75,68.7,68.9
2020-06-05,65.75,70.75,68.79,68.99
2020-06-06,65.75,70.75,68.79,68.99
2020-06-07,65.75,70.75,68.79,68.99
2020-06-08,65.75,70.75,68.88,69.08
2020-06-09,65.75,70.75,68.88,69.08
2020-06-10,66.5,71.5,69.06,69.26
2020-06-11,66.5,71.5,69.06,69.26
2020-06-12,67,72,69.17,69.37
2020-06-13,67,72,69.17,69.37
2020-06-14,67,72,69.17,69.37
2020-06-15,67,72,69.17,69.37
2020-06-16,67,72,69.17,69.37
2020-06-17,67.25,72.25,69.41,69.61
2020-06-18,67.5,72.5,69.47,69.67
2020-06-19,67.5,72.5,69.6,69.8
2020-06-20,67.5,72.5,69.6,69.8
2020-06-22,67.5,72.5,69.77,69.97
2020-06-23,67.75,72.75,69.77,69.97
2020-06-24,68,73,69.9,70.1
2020-06-25,68,73,69.96,70.16
2020-06-26,68,73,70.02,70.22
2020-06-27,68,73,70.02,70.22
2020-06-28,68,73,70.02,70.22
2020-06-29,68,73,70.02,70.22
2020-06-30,68.5,73.5,70.26,70.46
2020-07-01,68.5,73.5,70.32,70.52
2020-07-02,68.75,73.75,70.38,70.58
2020-07-03,69,74,70.44,70.64
2020-07-04,69,74,70.44,70.64
2020-07-05,69,74,70.44,70.64
2020-07-06,69,74,70.62,70.82
2020-07-07,69,74,70.67,70.87
2020-07-08,69.25,74.25,70.67,70.87
2020-07-09,69.5,74.5,70.74,70.94
2020-07-10,69.5,74.5,70.74,70.94
2020-07-11,69.5,74.5,70.74,70.94
2020-07-12,69.5,74.5,70.74,70.94
2020-07-13,69.5,74.5,71.04,71.24
2020-07-14,69.75,74.75,71.04,71.24
2020-07-15,70,75,71.16,71.36
2020-07-16,70,75,71.16,71.36
2020-07-17,70.25,75.25,71.28,71.48
2020-07-18,70.25,75.25,71.28,71.48
2020-07-19,70.25,75.25,71.28,71.48
2020-07-21,70.5,75.5,71.46,71.66
2020-07-22,70.5,75.5,71.52,71.72
2020-07-23,70.5,75.5,71.58,71.78
2020-07-24,70.75,75.75,71.64,71.84
2020-07-25,70.75,75.75,71.7,71.9
2020-07-28,70.75,75.75,71.88,72.08
2020-07-29,71,76,71.94,72.14
2020-07-30,71,76,72.06,72.26
2020-07-31,71.25,76.25,72.12,72.32
2020-08-01,71.25,76.25,72.12,72.32
2020-08-02,71.25,76.25,72.12,72.32
2020-08-03,71.5,76.5,72.32,72.52
2020-08-04,71.5,76.5,72.37,72.57
2020-08-05,71.75,76.75,72.42,72.62
2020-08-06,71.75,76.75,72.42,72.62
2020-08-07,71.75,76.75,72.57,72.77
2020-08-08,71.75,76.75,72.57,72.77
2020-08-11,72,77,72.75,72.95
2020-08-12,72,77,72.8,73
2020-08-13,72,77,72.85,73.05
2020-08-14,72.25,77.25,72.91,73.11
2020-08-15,72.25,77.25,72.96,73.16
2020-08-16,72.25,77.25,72.96,73.16
2020-08-18,72.5,77.5,72.96,73.16
2020-08-19,72.5,77.5,73.2,73.4
2020-08-20,72.5,77.5,73.28,73.48
2020-08-21,72.5,77.5,73.33,73.53
2020-08-22,72.5,77.5,73.38,73.58
2020-08-24,72.75,77.75,73.53,73.73
2020-08-25,72.75,77.75,73.61,73.81
2020-08-26,72.75,77.75,73.66,73.86
2020-08-27,72.75,77.75,73.74,73.94
2020-08-28,73,78,73.74,73.94
2020-09-02,73.25,78.25,74.12,74.32
2020-09-03,73.25,78.25,74.18,74.38
2020-09-04,73.25,78.25,74.18,74.38
2020-09-05,73.5,78.5,74.24,74.44
2020-09-06,73.5,78.5,74.24,74.44
2020-09-07,73.5,78.5,74.45,74.65
2020-09-08,73.75,78.75,74.51,74.71
2020-09-09,73.75,78.75,74.57,74.77
2020-09-10,74,79,74.64,74.84
2020-09-11,74,79,74.71,74.91
2020-09-12,74,79,74.71,74.91
2020-09-13,74,79,74.71,74.91
2020-09-14,74,79,74.92,75.12
2020-09-15,74.25,79.25,74.99,75.19
2020-09-16,74.25,79.25,75.05,75.25
2020-09-17,74.25,79.25,75.05,75.25
2020-09-18,74.25,79.25,75.18,75.38
2020-09-19,74.25,79.25,75.18,75.38
2020-09-22,74.5,79.5,75.45,75.65
2020-09-23,74.5,79.5,75.45,75.65
2020-09-24,74.75,79.75,75.58,75.78
2020-09-25,74.75,79.75,75.65,75.85
2020-09-26,74.75,79.75,75.65,75.85
2020-09-28,74.75,79.75,75.86,76.06
2020-09-29,74.75,79.75,75.86,76.06
2020-09-30,75,80,75.92,76.12
2020-10-01,75.25,80.25,76.05,76.25
2020-10-02,76.5,81.5,76.75,76.95
2020-10-03,76.5,81.5,76.75,76.95
2020-10-05,76.75,81.75,76.81,77.01
2020-10-06,76.75,81.75,76.81,77.01
2020-10-07,76,82,76.91,77.11
2020-10-08,76,82,76.91,77.11
2020-10-09,76,82,76.95,77.15
2020-10-10,76,82,76.95,77.15
2020-10-13,76.25,82.25,77.23,77.43
2020-10-14,76.25,82.25,77.23,77.43
2020-10-15,76.5,82.5,77.27,77.47
2020-10-16,76.5,82.5,77.32,77.52
2020-10-17,76.5,82.5,77.32,77.52
2020-10-18,76.5,82.5,77.32,77.52
2020-10-19,76.5,82.5,77.32,77.52
2020-10-20,76.75,82.75,77.48,77.68
2020-10-21,76.75,82.75,77.48,77.68
2020-10-22,77.25,83.25,77.88,78.08
2020-10-23,77.5,83.5,77.93,78.13
2020-10-24,77.5,83.5,77.93,78.13
2020-10-25,77.5,83.5,77.93,78.13
2020-10-26,77.5,83.5,78.06,78.26
2020-10-27,77.5,83.5,78.1,78.3
2020-10-28,77.5,83.5,78.11,78.31
2020-10-29,77.5,83.5,78.1,78.3
2020-10-30,77.5,83.5,78.12,78.32
2020-10-31,77.5,83.5,78.12,78.32
2020-11-01,77.5,83.5,78.12,78.32
2020-11-02,77.75,83.75,78.49,78.69
2020-11-03,78,84,78.73,78.93
2020-11-04,78.25,84.25,78.83,79.03
2020-11-05,78.25,84.25,78.9,79.1
2020-11-06,78.25,84.25,78.9,79.1
2020-11-07,78.25,84.25,78.9,79.1
2020-11-08,78.25,84.25,78.9,79.1
2020-11-09,78.5,84.5,79.15,79.35
2020-11-10,78.75,84.75,79.23,79.43
2020-11-11,78.75,84.75,79.29,79.49
2020-11-12,79,85,79.36,79.56
2020-11-13,79,85,79.55,79.75
2020-11-14,79,85,79.55,79.75
2020-11-15,79,85,79.55,79.75
2020-11-16,79.25,85.25,79.77,79.97
2020-11-17,79.25,85.25,79.84,80.04
2020-11-18,79.25,85.25,79.95,80.15
2020-11-19,79.5,85.5,80.08,80.28
2020-11-20,79.5,85.5,80.15,80.35
2020-11-21,79.5,85.5,80.15,80.35
2020-11-22,79.5,85.5,80.15,80.35
2020-11-23,79.5,85.5,80.15,80.35
2020-11-24,79.75,85.75,80.5,80.7
2020-11-25,79.75,85.75,80.59,80.79
2020-11-26,80,86,80.69,80.89
2020-11-27,80.25,86.25,80.87,81.07
2020-11-28,80.25,86.25,80.87,81.07
2020-11-29,80.25,86.25,80.87,81.07
2020-11-30,80.5,86.5,81.11,81.31
2020-12-01,80.5,86.5,81.23,81.43
2020-12-02,80.5,86.5,81.29,81.49
2020-12-03,80.75,86.75,81.36,81.56
2020-12-04,80.75,86.75,81.45,81.65
2020-12-05,80.75,86.75,81.45,81.65
2020-12-06,80.75,86.75,81.45,81.65
2020-12-07,80.75,86.75,81.45,81.65
2020-12-08,80.75,86.75,81.45,81.65
2020-12-09,81.25,87.25,81.84,82.04
2020-12-10,81.5,87.5,81.93,82.13
2020-12-11,81.5,87.5,82.01,82.21
2020-12-12,81.5,87.5,82.01,82.21
2020-12-13,81.5,87.5,82.01,82.21
2020-12-14,81.5,87.5,82.25,82.45
2020-12-15,81.75,87.75,82.33,82.53
2020-12-16,81.75,87.75,82.42,82.62
2020-12-17,81.75,87.75,82.51,82.71
2020-12-18,82,88,82.64,82.84
2020-12-19,82,88,82.64,82.84
2020-12-20,82,88,82.64,82.84
2020-12-21,82.25,88.25,82.95,83.15
2020-12-22,82.25,88.25,82.95,83.15
2020-12-23,82.5,88.5,83.16,83.36
2020-12-24,82.5,88.5,83.16,83.36
2020-12-25,82.5,88.5,83.16,83.36
2020-12-26,82.5,88.5,83.16,83.36
2020-12-29,83,89,83.82,84.02
2020-12-30,83,89,83.82,84.02
2020-12-31,83.25,89.25,83.95,84.15
2021-01-01,83.25,89.25,83.95,84.15
2021-01-02,83.25,89.25,83.95,84.15
2021-01-03,83.25,89.25,83.95,84.15
2021-01-04,83.5,89.5,84.5,84.7
2021-01-05,83.75,89.75,84.61,84.81
2021-01-06,83.75,89.75,84.71,84.91
2021-01-08,84,90,84.8,85
2021-01-09,84,90,84.92,85.12
2021-01-12,84.5,90.5,85.27,85.47
2021-01-13,84.5,90.5,85.27,85.47
2021-01-14,84.75,90.75,85.35,85.55
2021-01-15,84.75,90.75,85.44,85.64
2021-01-16,84.75,90.75,85.54,85.74
2021-01-18,85,91,85.88,86.08
2021-01-19,85.25,91.25,85.88,86.08
2021-01-21,85.5,91.5,86.15,86.35
2021-01-22,85.75,91.75,86.23,86.43
2021-01-23,85.75,91.75,86.37,86.57
2021-01-26,86,92,86.7,86.9
2021-01-27,86,92,86.82,87.02
2021-01-28,86,92,86.91,87.11
2021-01-29,86.25,92.25,87.13,87.33
2021-01-30,86.25,92.25,87.13,87.33
2021-01-31,86.25,92.25,87.13,87.33
